Title,Ingredients,Steps
Lodeh kikil sapi,1 / 4 kikil sapi potong kotak cuci bersih -- 10 buah tahu sumedang -- 6 buah kacang panjang-5 buah cabe hijau -- 65 ml santan kental -- 2 sdm gula putih -- 1 sdm penyedap rasa sapi --  merica bubuk -- 2 lmbr daun salam -- 1 jari lengkuas --  air --  minyak goreng -- Bumbu halus -- 5 siung bawang merah -- 2 siung bawang putih -- 1 bh cabe merah -- 2 butir kemiri -- 1 sdt ketumbar --  gula merah --,"Tumis bumbu halus sampai harum tandanya bumbu udah matang beri air sedikit , masukan daun salam dan lengkuas -- Masukan cabe hijau , kikil sapi , kacang panjang , tambahkan air lagi aduk terus masukan tahu sumedang , gula putih , penyedap dan merica bubuk  -- Setelah airnya mulai mendidih masukan santan , aduk terus jangan sampai santan pecah -- Setelah mendidih matikan kompor -- Lodeh kikil siap di sajikan -- "
Kwetiau Sapi Goreng,"500 gram kwetiau basah ,  siram air panas ,  tiriskan  ( kalau menggunakan kwetiaw kering ,  direbus hingga lembut ,  tiriskan dan beri minyak sayur biar tidak lengket )  -- 250 gram daging sapi has dalam -- Bakso daging ,  iris tipis -- 150 gram caisim ,  potong-potong kurang lebih 3 cm -- 250 gram taoge ,  buang akar -- 4-5 butir telur ,  kocok telur --  Daun bawang dan seledri -- 10 siung bawang putih -- 1 cm jahe -- 5 butir bawang merah -- 1 sdt garam -- Saus: -- 2 sdm kecap manis -- 2 sdt kecap asin -- 1 / 2 sdt merica bubuk -- ","Rebus daging sampai matang ,  iris tipis-tipis. -- Panaskan minyak dalam wajan ,  tumis bumbu halus hingga harum. -- Masukkan Daging ,  bakso dan telur kocok ,  aduk sampai telur berbutir-butir. -- Tuang campuran saus ,  caisim ,  dan kwetiau."
Kulit sapi Bumbu santan kering,500 gr kulit sapi -- 1 bks kara santan -- 2 batang daun kemangi -- 4 butir kemiri -- 4 sihung bawang merah -- 2 sihung bawang putih -- 2 ruas kunyit ukuran kecil -- 4 buah cabe gendol -- 2 buah cabai merah -- secukupnya Terasi -- Gula pasir -- Penyedap rasa -- Garam -- Air -- Minyak --,"Haluskan kunyit , kemiri , bawang putih , bawang merah , cabe merah sampai halus -- Rebus kulit sapi sampai empuk -- Tumis bumbu halus lalu tambahkan kulit sapi yang telah di rebus -- Masukkan bahan lainnya aduk sampai merata dan tambahkan air secukupnya -- tambahkan cabai gendol dan daun kemangi -- siap disajikan"
Semur Hati Sapi,"1 / 2 kg hati sapi -- 3 siung bawang putih -- 8 siung bawang merah -- 5 biji kemiri -- 1 ruas kunyit -- 1 royco -- 1 / 2 bungkus ladaku -- 1 bunga lawang ,  kapolaga -- Sedikit pala -- 3 gelas air -- sesuai selera Kecap manis -- 1 sdt gula pasir -- Daun jeruk dan daun salam -- ","Cuci hati sapi lalu rebus 20 menit ,  setelah itu potong kotak -- Blender semua bumbu kecuali daun jeruk ,  salam ,  bunga lawang dan kapolaga -- Tumis bumbu ,  masukan daun jeruk ,  salam ,  bunga lawang dan kapolaga ,  aduk2 -- Lalu masukkan hati sapi dan beri air ,  kecap ,  royco dan ladaku ,  aduk2 -- Biarkan sampai airnya berkurang ,  sambil diaduk -- Setelah matang dan airnya berkurang ,  matikan kompor -- Nanti airnya akan meresap sendiri -- Sajikan dengan kerupuk udang sabagai pelengkap -- "
Sambel Ati Sapi,1 / 2 Kg Ati Sapi -- 3 Buah Kentang -- 2 Papan Pete -- 2 Cm Lengkuas  ( Di Geprek )  -- Secukupnya Santan  -- Garam -- Gula -- Lada Bubuk -- Bumbu Halus -- 10 Buah Cabe Merah -- 15 Buah Cabe Rawit -- 3 Buah Bawang Putih -- 4 Buah Bawang Merah -- 2 Buah Kemiri --,"Rebus Ati Sapi ,  Setelah itu potong potonh dadu -- Goreng kentang yang sudah di potong potong -- Tumis bumbu halus dan lengkuas sampai harum -- setelah harum ,  masukkan ati sapi dan santan -- Lalu masukkan kentang yang sudah di goreng dan pete -- Tambah garam ,  lada dan gula secukupnya -- Cicip dan tunggu sampai santan meresap. --  Setelah meresap ,  angkat siap disajikan"
Sop Kaki sapi rempah,1 kg kaki sapi -- 1 / 2 sdm garam -- 1 sdt gula -- 2 siung bawang putih -- 2 lbr daun salam -- 1 btg sereh lalu geprek -- 1 liter air -- 4 batang wortel iris kotak kotak ukuran sedang -- 2 buah kentang iris kotak ukuran sedang -- 1 batang brokoli ukuran sedang potong sesuai selera -- 4 lbr kol sobek2 sesuai selera -- 2 buah tomat iris kotak besar -- 2 batang seledri iris halus -- 2 batang daun bawang iris halus -- 3 siung bawang putih halus kan -- 1 siung bawang bombay cincang halus -- 1 sdt merica -- 5 biji cengkih -- 1 sdt pala bubuk -- 1 ruas kayu manis  ( kira2 3cm )   /  1sdt -- 1 blok kaldu sapi maggi -- 1 sdt gula --  Garam --  --,"Rebus kaki sapi beserta bumbu ( gula , bawang putih ,  daun salam , sereh )  dlm presto selama 15 mnit -- Setelah 15 menit matikan panci tunggu sampai uap panasnya hilang -- Rebus semua sayuran dengan air 500ml sampai empuk  ( kol dan brokoli dimasukan terakhir ya )  -- Tumis semua bumbu dengan 3sdm minyak sampai harum.. -- Setelah sayuran empuk masukan kaki sapi yang sudah di presto beserta kaldunya -- Masukan bumbu yang sudah di tumis lalu tunggu sampai mendidih -- Tambahkan kaldu blok ,  garam dan gula aduk rata -- Terakhir tambahkan seledri dan bawang daun -- Matikan api lalu masukan potongan tomat -- "
Ice cream Susu sapi,1 lt Susu sapi -- 30 gr tepung maizena -- 200 gr gula pasir -- 1 sachet skm putih -- 1 / 2 sdm SP -- Pasta rasa,"Masak Susu ,  gula ,  skm ,  Dan tepung maizena yang sudah dilarutkan terlebih dahulu dengan air hingga mendidih. Dinginkan adonan lalu masukkan ke freezer hingga beku -- Kerok adonan yang sudah beku dengan garpu. Tambahkan sp yang sdh ditim lalu mixer  15 menit hingga adonan menjadi lembut Dan mengembang -- Bagi adonan menjadi Dua. Tambahkan pasta sesuai selera. Masukkan freezer hingga beku. -- "
Burger Daging Sapi,250 gr Daging sapi giling -- 1 butir telor ayam -- 2 sdm Tepung panir -- 1 bh bawang bombay diiris kotak kecil -- Bawang putih tumbuk kasar -- secukupnya Garam -- secukupnya Merica -- secukupnya Oregano --,"Tumis bawang bombay dan bawang putih sampai harum ,  angkat lalu sisihkan -- Kocok telur lalu masukkan daging giling dan tumisan bawang ,  aduk rata -- Campur adonan dengan tepung roti ,  lalu bentuk bulat2 -- Masukkan daging burger di kukusan yang sdh diberi alas alumunium foil yang diberi mentega. Masak hingga matang. -- Beef patty alias daging burger siap diolah -- Jika ingin membuat burger ,  keluarkan beef patty dr kulkas lalu goreng memakai mentega dengan api kecil supaya panasnya merata"
Nasi Goreng Buntut Sapi,2 piring nasi putih -- 3 potong Buntut sapi -- 1 sdm mentega -- 10 buah cabe rawit -- Secukupnya garam -- Secukupnya kaldu bubuk -- Secukupnya kecap manis -- 4 siung bawang merah -- 2 siung bawang putih -- 2 buah cabe merah --,"Siapkan semua bahan. Potong Buntut sapi sesuai selera dan pisahkan dari tulangnya. Iris cabe rawit dan sisihkan -- Haluskan bumbu halus ,  panaskan mentega lalu tumis bumbu halus hingga matang dan harum. Masukan potongan Buntut sapi dan irisan cabe rawit lalu aduk hingga rata -- Setelah bumbu rata ,  masukkan nasi dan aduk lagi hingga nasi benar-benar terpisah dan tidak ada yang membulat. Tambahkan garam dan kaldu bubuk secukupnya lalu koreksi rasa -- Jika rasa sudah pas ,  tambahkan kecap manis dan aduk lagi hingga merata dan kecap menjadi matang.  ( mengaduk nasi dilakukan secara cepat agar bagian bawahnya tidak gosong ) . Setelah itu Nasi goreng Buntut sapi siap disajikan dengan taburan bawang goreng diatasnya  ( bagi yang suka )  -- "
Soto Sapi Bandung,"400 gram daging sapi  -- 1 buah lobak ukurang sedang -- Untuk bumbu halus : -- 5 buah bawang merah -- 3 buah bawang putih -- 1 sdt garam -- 1 / 2 sdt gula -- Sedikit merica -- Bumbu lainnya  ( banyak nya bisa disesuaikan selera )  : -- 1 buah batang sereh -- 4-5 buah daun jeruk -- 2 ruas Jahe -- Secukupnya garam ,  gula ,  merica ,  penyedap bila perlu -- 1 , 5 sdm kecap manis -- Bahan pelengkap soto : -- Nasi hangat -- Irisan tomat -- Irisan jeruk nipis / limau / lemon -- Irisan timun -- Irisan daun bawang dan seledri -- Irisan daun seledri  -- Bawang merang goreng -- Sambal sederhana untuk soto : -- 3 buah bawang merah -- 4 buah cabe rawit / cabe merah -- 1 buah bawang putih -- Sedikit garam ,  gula ,  minyak goreng ,  penyedap -- ","Potong daging sapi besarnya sesuai selera  -- Cuci daging sapi kemudian rebus sekitar 20-30 menit. Kemudian buang airnya ,  tiriskan dulu dagingnya selagi pancinya dibersihkan pakai air sebentar supaya lemak yang masih menempel dipanci hilang. Masukan lagi dagingnya ke dalam panci dan beri lagi air secukupnya sekitar 2-2 , 5 liter air dan lanjut masak lagi sampai daging matang dan lembut -- Selagi daging direbus ,  bersihkan kulit lobak putih kemudian iris tipis semuanya -- haluskan atau blender kasar bumbu halus ,  kemudian tumis sampai harum dan tambahkan sereh dan jahe yang sudah digeprek terlebih dahulu dan juga daun jeruk. Ikut tumis 1-2 menit dengan bumbu halus -- Masukan bumbu yang sudah ditumis ke dalam panci yang berisi daging ,  kemudian aduk dan bumbui dengan bumbu lainnya spt garam gula merica kecap manis. Ketika daging sudah empuk baru masukan irisan lobaknya dan masak sampai lobaknya matang sambil dikoreksi lagi rasanya -- Sambil menunggu lobak matang ,  kita bisa buat sambal untuk sotonya. haluskan semua bahan sampai agak halus. -- Siapkan bahan-bahan pelengkap soto spt timun ,  tomat ,  jeruk ,  daun bawang ,  bawang goreng -- Ambil mangkuk dan soto siap dihidangkan dengan bahan pelengkap"
Tumis kentang daging sapi,Bumbu : -- 1 sdm gula -- 1 sdt garam -- Penyedap  ( optional )  -- 1 sdm kecap -- 1 sdm saos sambal -- 1 / 4 sdt merica bubuk -- Bahan : -- 1 / 4 kg daging sapi -- 1 buah kentang sedang -- 3 siung bawang merah -- 2 siung bawang putih -- 2 lembar daun salam -- 2 cm lengkuas -- 1 buah tomat kecil -- 3 buah cabe merah keriting -- 3 buah cabe hijau keriting -- Segenggam cabe rawit merah campur hijau -- 1 batang daun bawang --,"Cuci daging lalu potong dadu. -- Rebus daging sampai empuk. -- Iris semua bahan. -- Potong-potong kentang. -- Goreng kentang sampai berwarna sedikit keemasan. Kalau tidak suka di goreng ,  kentang boleh di rebus. Sesuai selera saja. -- Tumis sampai harum semua bumbu kecuali tomat dan daun bawang. Tambahkan air kaldu secukupnya sisa dari merebus daging. Masukan daging dan kentang. Beri garam ,  gula ,  penyedap ,  kecap ,  merica bubuk dan saos sambal. Setelah air sisa sedikit lalu masukan tomat dan daun bawang."
Tumis buncis bakso sapi,"250 gr buncis muda ,  bersihkan ,  cuci. potong-potong -- 5 buah bakso sapi ,  potong-potong -- 3 buah cabe merah keriting ,  cuci ,  potong serong -- 4 siung bawang merah ,  iris tipis -- 3 siung bawang putih ,  iris tipis -- 1 ruas lengkuas ,  cuci lalu geprek -- 1 lembar daun salam -- secukupnya Garam -- secukupnya Gula pasir -- ","Panaskan wajan ,  tuang minyak sayur sedikit. Tumis irisan bawang merah ,  bawang putih ,  cabe merah kriting ,  lengkuas ,  daun salam. Aduk-aduk sampai wangi. -- Tuang potongan buncis dan bakso sapi ,  aduk-aduk sebentar. Tambahkan garam dan gula pasir secukupnya. Aduk kembali. -- Tambahkan sedikit air matang ,  aduk-aduk. Diamkan sebentar agar bumbu meresap. -- Setelah air agak mengering angkat ,  sajikan. -- "
Sate Daging Sapi Rempah,"250 gr daging sapi impor yang sedikit lemak , potong dadu -- 2 sdm margarin palmia garlic -- Bumbu halus -- 3 siung bawang merah -- 2 siung bawang putih -- 3 butir kemiri , sangrai -- 1 1 / 2 sdt ketumbar , sangrai -- 1 / 4 sdt jinten -- 1 ruas jari lengkuas -- 1 batang serai ,  ambil bagian putihnya , potong-potong -- 1 ruas jari jahe -- 1 ruas jari kunyit -- bumbu pelengkap : -- 1 / 2 sdt merica bubuk -- 2 sdm air asam jawa -- 3 sdm kecap manis -- 1 sdm gula jawa -- 1 sdt kaldu bubuk -- ","Siapkan semua bahan. campurkan bumbu halus dengan bumbu pelengkap dalam 1 tempat ( mangkok )  , aduk rata -- Rendam potongan daging sapi kedalam bumbu halus yang telah dicampur bumbu pelengkap selama kurang lebih 1-3 jam. Perendaman ini sangat penting ya untuk membuat bumbu meresap kedalam serat-serat daging. -- Setelah itu ,  tusuk potongan daging dengan menggunakan tusukan sate dan bakar diatas bara api atau grill pan -- oleskan permukaan grill pan dengan margarin. -- Sesekali oleskan sisa bumbu tunggu beberapa saat lalu oleskan juga margarin pada sate , panggang hingga daging berubah warnanya menjadi kecoklatan dan kering. angkat dan hidangkan. -- Sate ini bisa dihidangkan dengan bumbu kacang atau sambal kecap atau pakai acar."
Daging Sapi Rica Rica,"600 gr daging sapi -- 2 batang sereh -- 6 lembar daun jeruk -- 2 buah tomat -- 2 buah kentang ,  goreng 3 / 4 matang.  ( boleh pake atau gak )  -- Bahan yang dihaluskan : -- 15 butir bawang merah -- 2 buah cabe merah besar -- 20 buah cabe rawit -- 3 butir kemiri -- 2 jempol jahe -- 1 jempol kunyit -- secukupnya Garam ,  gula ,  lada -- ","Siapkan bahan ,  tomat potong2 kecil ,  sereh geprek ,  jahe , kunyit dan kemiri haluskan halus ,  lalu bawang merah ,  cabe merah dan rawit blender kasar. -- Sambil mempersiapkan bumbu ,  daging sapinya direbus dulu sampai setengah empuk ,  atau bisa di presto + 10 menit setelah itu daging bisa dipotong2 sesuai selera ,  air rebusan daging dipakai buat tumisan nanti ya. -- Tumis semua bumbu  ( kecuali tomat )  ,  masak sampai harum. -- Masukkan tomat ,  tumis lagi hingga bumbu setengah matang dan tomat layu. -- Masukkan daging sapi ,  aduk-aduk hingga bumbu tercampur ,  lalu tambahkan garam ,  gula ,  lada. -- Masukkan air rebusan daging sapi secukupnya ,  aduk lalu masak hingga bumbu dan air meresap. -- Terakhir masukkan kentang ,  aduk rata ,  koreksi rasa jika kurang bisa ditambahkan garam ,  gula ,  dll aduk sebentar. -- Sajikan. -- "
Bubur Sayuran dan Daging Sapi,"Beras putih -- Brokoli ,  cincang -- Wortel , cincang -- Paprika ,  cincang -- Bawang bombai ,  cincang -- Bawang putih , cincang -- Daging Sapi ,  cincang -- Minyak Wijen -- Nori  ( opsional )  -- Wijen  ( opsional )  -- ",Tumis daging sapi dengan minyak Wijen di panci. -- Setelah kecoklatan masukkan bawang putih dan bombai. -- Setelah harum masukkan beras. -- Aduk2 beberapa saat -- Masukkan semua sayuran termasuk paprika. -- Masukkan air. -- Masak sampai jadi bubur. -- Setelah masak angkat.Tuang ke mangkok. -- Remek Nori.Taburi bubur dengan nori dan wijen. --
Sop kacang merah daging sapi,300 gram Daging sapi dipotong2 dadu -- Kacang merah  ( sesuka hati mau berapa banyak )  -- 4 siung Bawang merah -- 4 siung bawang putih -- 1 butir kemiri -- 1 batang Serai di memarkan -- Jahe di iris2 -- Daun bawang diiris2 -- Daun sop -- Wortel -- Bunga Kol -- Macaroni -- Garam -- Penyedap rasa -- Lada bubuk --,"Rebus kacang merah terlebih dahulu  ( airnya harus agak banyak yaa karena kacang merah masaknya agak lama sampai kacangnya jadi lembek kalau ditusuk )  -- Sambil menunggu kacang merah masak ,  kita bikin bawang gorengnya dulu -- Dari 4 siung bawang merah tadi ambil 2 siung saja lalu iris tipis-tipis -- Kemudian panaskan minyak secukupnya dan goreng sampai agak kecoklatan dan garing -- Angkat dan tiriskan -- Setelah itu buat bumbu halusnya ya , 1 butir kemiri ,  4 siung bawang putih dan 2 siung bawang merahy dihaluskan  ( blender lebih baik )  -- Setelah itu panaskan sedikit minyak dan tumis bumbu halus tadi bersama dengan serai yang sudah dimemarkan dan jahe yang sudah di iris2. -- Jika kacang merah sudah matang ,  masukkan irisan daging sapi ,  wortel ,  bunga kol ,  macaroni dan bumbu yang sudah di tumis tadi -- Tambahkan garam , lada bubuk ,  penyedap rasa secukupnya sesuai selera -- Tunggu hingga daging sapi matang -- Taburkan daun bawang , daun sop dan bawang goreng -- SOP SIAP DISAJIKAN"
Bakso Sapi Goreng,150 gram daging sapi giling -- 1 / 2 cup tepung sagu -- 3 siung bawang putih  ( cincang halus )  -- 1 siung bawang merah  ( cincang halus )  -- 1 sdt garam -- 1 / 2 sdt gula -- 1 / 2 sdt lada -- 1 sdm minyak -- 1 sdm air dingin --,Campurkan semua bahan. Uleni. -- Bentuk bulat dan goreng dengan api kecil selama 15 menit sambil diaduk. -- Bakso sapi goreng siap dihidangkan ditemani saus sambal. Yummy. --
Cah kangkung sapi,2 ikat kangkung -- Sedikit daging sapi -- 2 siung bawang putih -- 1 butir bawang bombay -- Merica -- biji Cabe merah buang -- Kecap manis -- Saori 2 sacht -- 2 sendok makan Tepung maizena --,"Petik kangkungnya , cuci pisahkan batang dan daun nya -- Seteh itu , iris bawang putih sama bawang bombay nya bunda -- Panaskan minyak , lalu bawang'di tumis"" yah sampai harum ,  -- Masukan daging sapi yang sudah di kasih kecap manis dan saorinya ya bunda ,  tambahkan setengah gelas air ,  tepung maizena biar kental , 2sendok saja yang sudah di larutkan air -- Tumis sampai daging empuk ,  setelah itu masukan batang kangkung sampai layu sedikit ,  setelah itu tambah merica ,  masukan daun nya ,  dan koreksi ,  bisa ditambahkan cabai-Siap disajikan"
Presto tulang sapi bakso dan hati sapi bumbu semur,1 tempat tupperware bakso tulang sapi plus kuah bakso -- 200 gram hati sapi -- 1 batang serai geprek -- 2 buah bunga pala -- 2 biji cengkeh -- 1 lembar kayu manis -- Sedikit jinten hitam -- 1 ruas jahe geprek -- 1 ruas lengkuas geprek -- Bumbu halus: -- 7 siung bawang merah -- 5 siung bawang putih -- 6 buah cabe merah besar -- 6 buah chili padi -- 1 bungkus kerisik -- 3 buah kemiri -- 1 sdt ketumbar bubuk -- Secukupnya garam dan penyedap -- Secukupnya kecap -- Secukupnya air -- Sedikit minyak menumis -- 200 ml santan ayam brand --,Siapkan semua bahan. Cuci bersih dan sisihkan. -- Potong2 bumbu lalu blender sampai halus. Kemudian panaskan kuali dan tumis semua bumbu hingga harum. -- Masukkan bumbu dalam presto yang sudah ada kuah bakso tulang dan juga hati. Kemudian aduk rata. -- Tutup presto dan nyalakan api besar.setelah berbunyi desis dan berputar dari lubang presto. Maka kecilkan api. Dan tunggu presto selama kurang lebih 20 menit. -- Masakan siap disantap
Oseng sawi asin daging sapi,"Bahan : -- 3 ikat sawi asin -- 100 gram daging sapi ,  iris tipis -- 10 buah cabai rawit -- 5 butir bawang merah -- 3 butir bawang merah -- secukupnya Garam ,  gula ,  merica ,  kecap manis dan saus tiram -- ","Potong2 sawi asin ,  sisihkan -- Iris bawang merah ,  bawang putih dan cabai -- Tumis bawang merah dan bawang putih sampai harum -- Masukkan irisan daging sapi tuang sedikit air -- Masukkan sawi asin dan irisan cabai -- Beri garam ,  gula pasir dan merica secukupnya -- Tuang kecap manis dan saus tiram -- Cicipi dan siap disajikan -- "
Kalio Hati Sapi Simple,"500 gr hati sapi -- 5 siung bawang merah -- 4 siung bawang putih -- 5 butir kemiri -- 3 cabe rawit atau sesuai selera -- 1 ruas jahe -- 1 ruas lengkuas -- 2 lembar daun salam -- 1 sdt lada bubuk -- Secukupnya garam ,  gula dan kaldu jamur -- ","Cuci bersih hati sapi ,  buang air rebusan pertama. Ganti air lagi dan rebus hingga matang. Tiriskan. Setelah dingin ,  potong sesuai selera. -- Blender semua bumbu kecuali daun salam. Tumis hingga harum ,  masukkan daun salam ,  tambahkan air. -- Masukkan hati sapi ,  tambahkan air lagi. Tutup wajan hingga bumbu meresap dan air menyusut. Masukkan santan ,  lada bubuk ,  garam ,  gula dan sedikit kaldu jamur. Aduk rata. Masak hingga semua bumbu meresap dan kuah mengental. Angkat dan sajikan. -- "
